inchikey,split
FNYHTKUCTLSINN-GOSISDBHSA-N,train
FNYHTKUCTLSINN-SFHVURJKSA-N,train
FNYJYFAJIFQJRG-ISKFKSNPSA-N,train
FNYOMDSTRWAGQZ-UHFFFAOYSA-N,train
FNYQNCJFPUACPB-UHFFFAOYSA-N,train
FNYWVPCDXNSWSG-UHFFFAOYSA-N,train
FNZNKHMGGWAARB-UHFFFAOYSA-N,train
FNZNOBSAZSOSGF-UHFFFAOYSA-N,train
FNZOOYYZKQCPEG-UHFFFAOYSA-N,test
FOABHXILHLTKEY-MDWZMJQESA-N,test
FOAMFDVMYDTVIE-HOZVGSINSA-N,test
FOAOMODSQTYPSH-UHFFFAOYSA-N,train
FOAWWSGTLRFGBY-UHFFFAOYSA-N,train
FOBLNBXDRQYXQV-UHFFFAOYSA-N,train
FOBRPXRJBHDKKT-UHFFFAOYSA-N,train
FOBZBVWBEVBZHU-UHFFFAOYSA-N,train
FOCBRSKUUQCFGB-UHFFFAOYSA-N,train
FOCSQGCMWCXWHS-UHFFFAOYSA-N,val
FODAAEGGNDJNFL-UHFFFAOYSA-N,test
FODDHYRWTNFLQO-UHFFFAOYSA-N,train
FODHWOBAQBTTFS-UHFFFAOYSA-N,train
FODRPAJCMPDSBP-UHFFFAOYSA-N,train
FOEAAGIMROZQKB-PMERELPUSA-N,train
FOEASOJXMTXWMA-UHFFFAOYSA-N,train
FOEBTHJGCIVNGO-UHFFFAOYSA-N,train
FOEHMJVKMSTNAP-MHZLTWQESA-N,train
FOEJRTWJHDIANT-UHFFFAOYSA-N,train
FOEJRTWJHDIANT-UONOGXRCSA-N,val
FOEJRTWJHDIANT-ZIAGYGMSSA-N,train
FOELXJQRQANWNO-MTJSOVHGSA-N,train
FOEMWEVHSFNASA-UHFFFAOYSA-N,train
FOFCTFMFMUVWOA-UHFFFAOYSA-N,train
FOFHDVOENOAIGR-UHFFFAOYSA-N,train
FOFRDWFVHUCTTH-UHFFFAOYSA-N,train
FOGCUXYHCCUINS-DWCOVGGUSA-N,train
FOGGTLYHDTZVPS-UHFFFAOYSA-N,val
FOGNLUOMZWHCJL-UHFFFAOYSA-N,test
FOGQCAPRSXEPCR-UHFFFAOYSA-N,train
FOGWWSYFICDSNU-UHFFFAOYSA-N,train
FOGXCBUSKWTDKV-UHFFFAOYSA-N,train
FOHKIRFZNTVVEF-ZTPJMXGRSA-N,train
FOHMSRQIKUEZRX-UHFFFAOYSA-N,val
FOHRUUBOCOTEHA-UHFFFAOYSA-N,train
FOIDSHRUWQYQQQ-UHFFFAOYSA-N,train
FOJAWPAIUACMCV-ZJBHJZIXSA-N,train
FOJNEKOFXMOJEI-AREMUKBSSA-N,train
FOJRYJADYAOGSC-UHFFFAOYSA-N,train
FOJSXRONJUPKFM-ALLRNTDFSA-N,val
FOJUJKWUPWKPPX-UHFFFAOYSA-N,train
FOJYUPBAOXSZNU-UHFFFAOYSA-N,train
FOKCOTPBIZCAAW-UHFFFAOYSA-N,train
FOKQTIHUENEYBC-UHFFFAOYSA-N,train
FOKZOGSWMCKMLR-UHFFFAOYSA-N,train
FOLBKSQFUPUWKJ-UHFFFAOYSA-N,train
FOLTWCJIDGMQPN-DZIBYMRMSA-N,train
FOLVBVJHOLIIRE-UHFFFAOYSA-N,train
FOLXSEMOHDUPCN-UHFFFAOYSA-N,train
FOLYTFBHRHGMMG-UHFFFAOYSA-N,train
FOMAIMPXVLHOCI-UHFFFAOYSA-N,train
FOMOCBCBTUUCOY-UHFFFAOYSA-N,train
FOMRZRWSFDKYMM-UHFFFAOYSA-N,test
FONBZQATAUXFLY-UHFFFAOYSA-N,train
FONHMBCXXCUTIF-KRWDZBQOSA-N,train
FONINLXADYUZFI-UHFFFAOYSA-N,test
FONUOVUDHGRNNK-UHFFFAOYSA-N,train
FONXTPRAHMZUFI-UHFFFAOYSA-O,train
FOOAUPXVHNXVBV-UHFFFAOYSA-N,train
FOOKSOTZDZCFMB-UHFFFAOYSA-N,train
FOONBYIHFUMRSX-UHFFFAOYSA-N,train
FOORTUZRHZKYIF-UHFFFAOYSA-N,train
FOPBRGPOUCTCED-LLVKDONJSA-N,test
FOPMZDZFMUZMNG-LSLKUGRBSA-N,val
FOPUOCQAFLKFLE-GOSISDBHSA-N,val
FOPZLOQPIGVVCD-UHFFFAOYSA-N,train
FOQAEWTVZXSVMU-UHFFFAOYSA-N,train
FOQLMZZERLCNFU-JTQLQIEISA-N,train
FOQLMZZERLCNFU-SNVBAGLBSA-N,train
FOQMHNUCQRZHMO-IYARVYRRSA-N,train
FOQOXYFYHFUCMT-UHFFFAOYSA-N,train
FOQRKFCLRMMKAT-UHFFFAOYSA-N,val
FORAQSMKEXXBJZ-MXVIHJGJSA-N,train
FORHJELNQODCPU-UHFFFAOYSA-N,train
FORKQCXVRMTRNW-HOTGVXAUSA-N,train
FORPNFXLPTXFEE-UHFFFAOYSA-N,train
FORRJTNZMAPPFV-UHFFFAOYSA-N,train
FORRMNHGFHBAMR-XJAHMCCXSA-N,train
FORTZSIXCSOYLA-UHFFFAOYSA-N,test
FOSDVAMOMCOKRT-UHFFFAOYSA-N,train
FOSNOEXXSOQKEV-UHFFFAOYSA-N,train
FOSSXGJALYNMIF-ROUUACIJSA-N,train
FOSWPQIMJGEVET-JBFBMEKISA-N,train
FOSYKSVEHLEJMK-UAPYVXQJSA-N,train
FOTCGZPFSUWZBN-UHFFFAOYSA-N,train
FOTRTWXNJQSQJS-LURJTMIESA-N,train
FOTSDVMIJUJBRJ-UHFFFAOYSA-N,train
FOUDPBUTXZBRMR-HKBQPEDESA-N,train
FOUYNUWEFKTMDR-UHFFFAOYSA-N,train
FOVBVZLMLHBULA-DBCGSKAISA-N,val
FOVDAQSOCPEZCB-UHFFFAOYSA-N,train
FOVPRABCWJFDRX-LJAQVGFWSA-N,train
FOVYVRMLAQBFSK-INIZCTEOSA-N,train
FOVYVRMLAQBFSK-MRXNPFEDSA-N,train
FOWBUFQXVVPKOE-AREMUKBSSA-N,train
FOWQMKFDMZCAOF-UHFFFAOYSA-N,test
FOWVILAPRCJMGP-MRXNPFEDSA-N,train
FOXLXMLEOCIUHE-UHFFFAOYSA-N,train
FOXPDRZFJUMWPE-YWNJHDJRSA-N,train
FOXUYLUURDWAGN-KESTWPANSA-N,val
FOYCSFNQEARQLK-UHFFFAOYSA-N,train
FOYKYLQAKICGEN-AREMUKBSSA-N,train
FOYUWODSNRINIS-UHFFFAOYSA-N,train
FOYVLGNZQPYXSS-UHFFFAOYSA-N,val
FOZHPNQPNMFWAV-UHFFFAOYSA-N,test
FOZKWAUFYAUUMI-UHFFFAOYSA-N,train
FOZNXEGHTXYHRC-PXPAFMLWSA-N,train
FOZZHOLQHJQMRY-SWLSCSKDSA-N,val
FPAUYFFDYRSLII-UHFFFAOYSA-N,val
FPBUGSBZFOFWAX-UHFFFAOYSA-N,train
FPBXMXPANNHQSO-UHFFFAOYSA-N,train
FPCCSQOGAWCVBH-UHFFFAOYSA-N,test
FPCTUKFYWXDOAK-UHFFFAOYSA-N,train
FPDGSJOUIPJMFW-UHFFFAOYSA-N,train
FPDHBQATBKHTTQ-UHFFFAOYSA-N,train
FPDIERBPQFAFSI-UHFFFAOYSA-N,train
FPDSGVRAVXMPDR-UHFFFAOYSA-N,train
FPECFHTXABEENA-UHFFFAOYSA-N,test
FPEIJQLXFHKLJV-UHFFFAOYSA-N,test
FPESUUIUDZWYQE-UHFFFAOYSA-N,train
FPEXICLECUEGIA-SAPNQHFASA-N,train
FPFPBJJEDIYYGK-UHFFFAOYSA-N,train
FPFREWZKIINHID-GWMMUDDPSA-N,train
FPFVOXIARGRQQR-UHFFFAOYSA-N,train
FPFXKHVBKFQGJY-UHFFFAOYSA-N,train
FPGARFKFXMOMHS-UHFFFAOYSA-N,train
FPGAZJDABUDYDU-INIZCTEOSA-N,train
FPGBQKOCQJXRCD-UHFFFAOYSA-N,val
FPGCMMLMDOZOTO-UHFFFAOYSA-N,train
FPGJWVXUENTRSF-UHFFFAOYSA-N,train
FPGKBFKWSRCNIW-UHFFFAOYSA-N,train
FPGPZMJVRSBDDP-UHFFFAOYSA-N,train
FPGRQRNSVWYTAO-UHFFFAOYSA-N,val
FPHBBPOYMSEYQZ-UXHICEINSA-N,val
FPHCHSKRTSLIEQ-UHFFFAOYSA-N,train
FPHFICIJDHPAHE-MOPGFXCFSA-N,train
FPHFICIJDHPAHE-OALUTQOASA-N,train
FPHFICIJDHPAHE-RBUKOAKNSA-N,train
FPHFICIJDHPAHE-RTBURBONSA-N,train
FPIHBXLUUOSXHR-UHFFFAOYSA-N,train
FPIUKAAHOYRXRK-UHFFFAOYSA-N,test
FPJDTUYZSJZOJL-UHFFFAOYSA-N,train
FPJGDXKFEYENFB-UHFFFAOYSA-N,train
FPJNUSTYUBHFBH-UHFFFAOYSA-N,train
FPJNXVCSICMXRJ-UHFFFAOYSA-N,train
FPJWEGAZJREYOD-UHFFFAOYSA-N,train
FPKDSJRIXGZSOW-JEYLPNPQSA-N,train
FPKGSLNJOUYQHF-UHFFFAOYSA-N,train
FPKMKJUJDXTTKL-UHFFFAOYSA-N,train
FPKSAJTWJYHTQB-UHFFFAOYSA-N,val
FPKZEOVCLPUZDO-UHFFFAOYSA-N,train
FPLDSFVCJJWFOY-UHFFFAOYSA-N,train
FPLHVKDUVQOWKV-UHFFFAOYSA-N,train
FPLKSJDEOUBUEL-UHFFFAOYSA-N,test
FPLRMYGGQYVCJG-UHFFFAOYSA-N,train
FPMBUTWGTHHSLU-UHFFFAOYSA-N,train
FPMCYJLZCOBPEC-UHFFFAOYSA-N,train
FPNFAKZHWWSOET-UHFFFAOYSA-N,test
FPOLFSCTFRBBHI-QGZVFWFLSA-N,train
FPPFXZVOJMZPIB-UHFFFAOYSA-N,train
FPPUUYLOODFWBH-GFCCVEGCSA-N,train
FPQASQLLZBFDBE-UHFFFAOYSA-N,train
FPQJFGAWHCQCMF-UHFFFAOYSA-N,train
FPQRVMRURWGBHW-LIRRHRJNSA-N,train
FPQYONGXMYWJCL-UHFFFAOYSA-N,train
FPQZQEVKWJHGCS-UHFFFAOYSA-N,test
FPSMBJBKKLSKMH-UHFFFAOYSA-N,train
FPSOEDNEPFYWGP-UHFFFAOYSA-N,train
FPTCDUYOZYIIST-UHFFFAOYSA-N,train
FPTCXGQQLXJRBO-UHFFFAOYSA-N,train
FPTCYYNPHDOALV-OOHWJJMZSA-N,train
FPTHHDCUCCRNNU-UHFFFAOYSA-N,train
FPTQROWVJQTCIK-KDOFPFPSSA-N,train
FPTSVINIMZOYRF-UHFFFAOYSA-N,train
FPTZKIGUSULXNI-UHFFFAOYSA-N,train
FPUAKJDDMRFFBU-UHFFFAOYSA-N,train
FPUIOUHUIOAZBC-UHFFFAOYSA-N,train
FPUKGJMTLUQGFZ-UHFFFAOYSA-N,train
FPUNCSJOQHIHHN-XEYPJELSSA-N,train
FPVHORFNDSKMPV-UHFFFAOYSA-N,train
FPVNLHBKJTWGSL-UHFFFAOYSA-N,train
FPVOGFVOUBMABC-UHFFFAOYSA-N,train
FPVZCBFCYKMVAE-UHFFFAOYSA-N,train
FPWBHZULGMGZGF-UHFFFAOYSA-N,val
FPWFNQRLZHTUKG-UHFFFAOYSA-N,test
FPWNNWBZEMXQNZ-UHFFFAOYSA-N,train
FPWSMFIBMLCUSK-VLNPTFRDSA-N,train
FPWUSMQPGFKDHT-UHFFFAOYSA-N,train
FPWZFVSRIINTRB-UHFFFAOYSA-N,train
FPXPJHMSEUPTSR-UHFFFAOYSA-N,train
FPXPNQMJSUYWAC-UHFFFAOYSA-N,train
FPXXLJCAHCXGGB-UHFFFAOYSA-N,train
FPYBIUYCTOHBLS-UHFFFAOYSA-N,val
FPYQTPHESIDNIX-SNAWJCMRSA-N,train
FPZFOTHNFGTZRK-UHFFFAOYSA-N,train
FQACGFQYYXSHEO-VAWYXSNFSA-N,train
FQAVYQDBRCNTBT-UHFFFAOYSA-N,test
FQBFCTIIAZJHNQ-QGZVFWFLSA-N,train
FQBRFEMDBUBWQS-ZRCHRYPISA-N,val
FQCLNUWLGGCBFN-UHFFFAOYSA-N,test
FQCMIMYFHWLFTJ-UHFFFAOYSA-N,train
FQCWFSKUCZHFLZ-UHFFFAOYSA-N,test
FQCXVTLDPXWJKN-AXDSSHIGSA-N,train
FQCYGORZADKSSD-UHFFFAOYSA-N,train
FQDRPOULRUASJV-UHFFFAOYSA-N,train
FQDRVQDEPDZKCL-UHFFFAOYSA-N,train
FQDSQWFDYUAIKG-OAHLLOKOSA-N,train
FQEBOQLYHASAOY-UHFFFAOYSA-N,train
FQEDGBZTSIHMTH-UHFFFAOYSA-N,train
FQEHGKXYHYNZCK-UHFFFAOYSA-N,val
FQEKHPKAOCFEHM-UHFFFAOYSA-N,val
FQELSXKYURXBIN-UHFFFAOYSA-N,train
FQEPCJPFDUTNJU-VRDPUGJMSA-N,train
FQEQHKRYLKAFDD-MOPGFXCFSA-N,train
FQFLQQWHOCNXQY-UHFFFAOYSA-N,train
FQFVDLVGEBZNIH-UHFFFAOYSA-N,train
FQGCJHOIXCBVDX-UHFFFAOYSA-N,train
FQGGIJIQRRXFOZ-UHFFFAOYSA-N,train
FQGGNELGQIQAHB-UHFFFAOYSA-N,train
FQGHYVHLTQUXGX-UHFFFAOYSA-N,val
FQGJJMJBPHPEQO-UHFFFAOYSA-N,val
FQGOWPYBNKSIRG-SDNWHVSQSA-N,train
FQGPESZLQLSFSS-UHFFFAOYSA-N,train
FQGSKTPWBHTQOH-UHFFFAOYSA-N,train
FQGVUAQWOXXERW-UHFFFAOYSA-N,train
FQHFDUXJDZBLAJ-UHFFFAOYSA-N,train
FQHKBIFWCMDDDS-CQSZACIVSA-N,train
FQHLNXOIKSXNDP-UHFFFAOYSA-N,train
FQHRBBXIMFSJRB-DEOSSOPVSA-N,train
FQINJZOKZQVKKN-UHFFFAOYSA-N,train
FQIQGTLQUPPSRD-UHFFFAOYSA-N,train
FQIRYXKZWMEKES-UHFFFAOYSA-N,test
FQISCJDIQVQFEO-GRARQNNCSA-N,train
FQJJCPJSVFSADI-UHFFFAOYSA-N,train
FQKAUGFHWXGQKP-DJNXLDHESA-N,test
FQKBLTSUJQOBHC-UHFFFAOYSA-N,train
FQKNPLGJCOWHHW-UHFFFAOYSA-N,val
FQKXMZUUDWLOCG-UHFFFAOYSA-N,train
FQLDIPCOIQKYED-UHFFFAOYSA-N,train
FQLIXOCRBSDYPO-NRFANRHFSA-N,train
FQLRRCCCCZDFGX-UHFFFAOYSA-N,train
FQLSDZRDGGRNBU-VUWPPUDQSA-N,train
FQLXYKKCRFSTOE-UHFFFAOYSA-N,train
FQNITJPHVSUPLX-HZHRSRAPSA-N,train
FQNXFBTXLFBRQD-UHFFFAOYSA-N,train
FQOZBTVTACLJDS-WHCXKFMVSA-N,train
FQPMECRNRDRAPV-UHFFFAOYSA-N,train
FQPNWTQWSMOJRB-UHFFFAOYSA-N,val
FQPSOJRHFJUUMC-HNNXBMFYSA-N,train
FQPSOJRHFJUUMC-OAHLLOKOSA-N,train
FQPVDBNCZQKCSP-UHFFFAOYSA-N,train
FQQDMFYPTNWKAM-UHFFFAOYSA-N,train
FQQIBHZUSATOSF-UHFFFAOYSA-N,train
FQQPROZCOUSSJP-UHFFFAOYSA-N,train
FQQXXGPMRNGLEN-UHFFFAOYSA-N,train
FQRDFGLNAOZTSA-UHFFFAOYSA-N,train
FQRIRCXYLMTNDU-UHFFFAOYSA-N,train
FQRUUQMOZDJJJY-ZHACJKMWSA-N,train
FQRVPUNOHDAYPI-UHFFFAOYSA-N,train
FQRXUQIAZYDCID-UHFFFAOYSA-N,val
FQSFKTOHSSLEAN-UHFFFAOYSA-N,train
FQSLMMVDVUKPRX-UHFFFAOYSA-N,train
FQSNZGGDFVIKEV-HDYDNRTBSA-N,val
FQSPTNJTPZCHMB-UHFFFAOYSA-N,test
FQSYLEXRSATCSL-UHFFFAOYSA-N,train
FQTHEIJACHCXRP-FQEVSTJZSA-N,train
FQUIFYYDFZJJPV-CRAIPNDOSA-N,val
FQUKTXLABCFONX-UHFFFAOYSA-N,test
FQUQLTHTCSOGBY-IBGZPJMESA-N,train
FQUQLTHTCSOGBY-LJQANCHMSA-N,train
FQUTYOZUGJMHGR-UHFFFAOYSA-N,test
FQVCFJZTNNIPMH-UHFFFAOYSA-N,train
FQVDDJWQBNAYCH-UHFFFAOYSA-N,train
FQWJGIJPCCXPIV-UHFFFAOYSA-N,train
FQWJQIWICAZVNL-LLVKDONJSA-N,train
FQWJQIWICAZVNL-NSHDSACASA-N,train
FQWZNIUMQVNSJJ-DEOSSOPVSA-N,train
FQXALFLSCOKUML-UHFFFAOYSA-N,test
FQXIPYVUOFUNCY-UHFFFAOYSA-N,train
FQXJVZZKZWSHEQ-UHFFFAOYSA-N,test
FQXQXOYNTXHBKK-UHFFFAOYSA-N,train
FQXZXTFBYWVCIY-UHFFFAOYSA-N,train
FQYJEKYABLWPHF-UHFFFAOYSA-N,train
FQYLJBVSYHZWLT-UHFFFAOYSA-N,train
FQYOEBSXPQCDHZ-UHFFFAOYSA-N,train
FQYQKNAXBUCBOX-UHFFFAOYSA-N,test
FQYRICBVWBCFAW-ZQGJOIPISA-N,train
FQZFDCXROFCGHP-UHFFFAOYSA-N,train
FQZKAMYUBLRBHN-UHFFFAOYSA-N,train
FQZKBSZZYWJJDO-UHFFFAOYSA-N,train
FQZLYSOIULLZTH-UHFFFAOYSA-N,train
FRAARXHCEYBPNC-ZOROSQJXSA-N,train
FRARONYZNDGNDS-UHFFFAOYSA-N,train
FRBRZGLUFOZRGD-JVPBZIDWSA-N,train
FRBVMVNBNRSFNA-OWOJBTEDSA-N,train
FRCBKXRKIDHEMG-IRXDYDNUSA-N,train
FRCHVQYMGIOKNU-UHFFFAOYSA-N,train
FRCIXKRNJOZCOB-UHFFFAOYSA-N,train
FRCYUJLTCPHQMY-UHFFFAOYSA-N,train
FRCZAXHJFIDTEK-UBEDBUPSSA-N,train
FRDCQHMUNAXNJF-UHFFFAOYSA-N,train
FRDLQTNCWFXSNK-JQIJEIRASA-N,train
FREIJBPNQYJDDY-UHFFFAOYSA-N,train
FREMIVOCKYGPKI-UHFFFAOYSA-N,train
FRESKQGVEBEKSK-ZEOGUJRDSA-N,train
FREWPBFGMAMPNE-NTEUORMPSA-N,val
FRFBWAJTOSLKJT-UHFFFAOYSA-N,train
FRFIDSQIINSGEA-UHFFFAOYSA-N,train
FRFIZCRRPBDSOP-AATRIKPKSA-N,train
FRFPRBCBRLNPQZ-UHFFFAOYSA-N,test
FRGISDJQXAKTDV-RFHHWMCGSA-N,train
FRGLCFAIHKWDMD-INIZCTEOSA-N,train
FRGRAXZJOUXYJI-UHFFFAOYSA-N,train
FRGRDUPCTIFEFM-MHZLTWQESA-N,train
FRHDZWLQTMKUPC-UHFFFAOYSA-N,test
FRHHLMYHFBACTB-UHFFFAOYSA-N,train
FRHNEIRUMPIDKL-UHFFFAOYSA-N,test
FRHQMEJWOTXICJ-UHFFFAOYSA-N,val
FRHTWDFXZBLZBU-UHFFFAOYSA-N,test
FRHVWTKQTWRREX-RMKNXTFCSA-N,train
FRIKSJMNMRNNFG-UHFFFAOYSA-N,train
FRJMCKWYTKIVHF-DEOSSOPVSA-N,train
FRKAYKQOAZNGPA-UHFFFAOYSA-N,train
FRKKVNDZDTXASV-UHFFFAOYSA-N,train
FRKUDFVIJFQAQF-ZVORSSOTSA-N,train
FRKWMLCUONAHJH-UHFFFAOYSA-N,train
FRLADTDOXTZZLI-FEFOJYNMSA-N,train
FRLDRKDNJCBXKL-YBFXNURJSA-N,train
FRLFYSHRFQXXGA-UHFFFAOYSA-N,train
FRLROJLCFUSGMC-XJIXJRLGSA-N,test
FRMFJIGBEPXABF-UHFFFAOYSA-N,train
FRMYNKOJRNMSQP-UHFFFAOYSA-N,train
FRMZDOIYBVOLRB-BPABYRDPSA-N,train
FRNGTWDSALHYQF-UHFFFAOYSA-N,train
FRNMUZNDLUBORX-UHFFFAOYSA-N,test
FRNMVZXBCHKPGE-HHHXNRCGSA-N,train
FRNMVZXBCHKPGE-MHZLTWQESA-N,train
FRNOKXZMATWJPG-HOTGVXAUSA-N,train
FRNQVYATKNOAPE-UHFFFAOYSA-N,train
FRNWOBLNATXEBJ-UHFFFAOYSA-N,train
FROAXINFEPJYHT-QHCPKHFHSA-N,train
FROJMJFJUZFRPE-UHFFFAOYSA-N,train
FROMBFNPGOZGFH-UHFFFAOYSA-N,train
FROYTOQPRFQLJH-UHFFFAOYSA-N,train
FRPBWFMWQXMMNG-UHFFFAOYSA-N,train
FRPBXJAATAZIRF-UHFFFAOYSA-N,train
FRPJGTNLZNXQEX-UHFFFAOYSA-N,train
FRPJSHKMZHWJBE-UHFFFAOYSA-N,test
FRPNKVWZMXYCNT-UHFFFAOYSA-N,test
FRPXYKDTIVBVQL-UHFFFAOYSA-N,train
FRQFIGQZHAECJO-FNORWQNLSA-N,test
FRQGIFZNGIECRT-RQNOJGIXSA-N,test
FRQKQKQVTXMERM-GOSISDBHSA-N,train
FRQKYYNHZICJDA-UHFFFAOYSA-N,test
FRQMYWUELIDBDS-MHZLTWQESA-N,train
FRQNTCLJTDRKHI-UHFFFAOYSA-N,train
FRQVGTOODSSJIY-UHFFFAOYSA-N,train
FRRINSVGAXZLRR-UHFFFAOYSA-N,train
FRRUNLRGYXXULM-MNUXZEAPSA-N,train
FRSLPLVOBHXMLM-UHFFFAOYSA-N,train
FRSLPZMBKYJWGM-UHFFFAOYSA-N,val
FRSWFNMTSFMEFA-UHFFFAOYSA-N,train
FRSWPGKMMGVEGT-UHFFFAOYSA-N,train
FRTCQACCHWMFAF-UHFFFAOYSA-N,val
FRTFSQGVYAPBKY-VABKMULXSA-N,train
FRTRWUVXRSFSHD-UHFFFAOYSA-N,train
FRTYPMGQTQZTSS-FBMGVBCBSA-N,train
FRUCRPRPNFLHAZ-UHFFFAOYSA-N,train
FRVRDMAVUYYEBA-UHFFFAOYSA-N,val
FRXXZKCFLLWYIW-UHFFFAOYSA-N,val
FRYBABKLHKFRGC-UHFFFAOYSA-N,train
FRYDYZWJKJHQQQ-UHFFFAOYSA-N,train
FRYFTASOYSPSFB-UHFFFAOYSA-N,train
FRYZXBGRKYRYQL-UHFFFAOYSA-N,train
FRZZZSBXSMTOTQ-CGXNFDGLSA-N,train
FSACXLQYORFFJK-QFIPXVFZSA-N,train
FSADUXJHZQYIQE-QHCPKHFHSA-N,train
FSAUBGQRVAOUAE-UHFFFAOYSA-N,train
FSAVDNFHHAWSEP-VWLOTQADSA-N,train
FSAYOXINKIQNEK-RCCKNPSSSA-N,train
FSBPPYDCBFOPIT-UHFFFAOYSA-N,train
FSBUBOGWKWFQSF-CYBMUJFWSA-N,test
FSCJXQKDXZLROY-UHFFFAOYSA-N,train
FSCVJOUWPFHBRC-IBGZPJMESA-N,train
FSDOAWUOADNXKZ-KRWDZBQOSA-N,train
FSDSZOBDNURDQO-MHZLTWQESA-N,train
FSDYNCFUOXFLKJ-UHFFFAOYSA-N,train
FSFBEWOGJFNIBY-ZYOSVBKOSA-N,train
FSFYBWMHVKFOOV-UHFFFAOYSA-N,train
FSGBDWDJVJFMKO-OAHLLOKOSA-N,train
FSGGHFJAQJIEQT-AWEZNQCLSA-N,train
FSGLHDPNBSOZED-UHFFFAOYSA-N,test
FSGPEDYXNUKDAG-CMDGGOBGSA-N,train
FSGUMUYMSDYGOB-IZZDOVSWSA-N,train
FSGZFPBFQNZABR-LVZFUZTISA-N,train
FSHGFKIFDIGOSA-UHFFFAOYSA-N,val
FSHQMSATUUIMTE-UHFFFAOYSA-N,train
FSHWIHXFSFIOAL-FQEVSTJZSA-N,test
FSHWIHXFSFIOAL-HXUWFJFHSA-N,train
FSIGDVDBQOCGEZ-UHFFFAOYSA-N,train
FSIJKYVPVCJWQB-UHFFFAOYSA-N,train
FSILAVJWZRLDRJ-UHFFFAOYSA-N,train
FSIMDKUTJYDRCU-UHFFFAOYSA-N,train
FSIMWMZEBKRAMX-UHFFFAOYSA-N,train
FSJBONLMIKLDFZ-UHFFFAOYSA-N,train
FSJBOSGWKQMEDB-OKZBNKHCSA-N,train
FSJDACURTSWGHC-CVEARBPZSA-N,test
FSJDACURTSWGHC-HOTGVXAUSA-N,train
FSJDACURTSWGHC-HZPDHXFCSA-N,train
FSJDACURTSWGHC-JKSUJKDBSA-N,test
FSJWFYZEXUEROR-UHFFFAOYSA-N,train
FSKDJHMJFCWDOT-IYARVYRRSA-N,train
FSKIXIBBRJSXJE-LICQEQMYSA-N,train
FSLNTPWBGLDJGV-AAFJCEBUSA-N,train
FSLNTPWBGLDJGV-VYRBHSGPSA-N,train
FSLROBKNJCTZIC-PYZFKAKLSA-N,train
FSLWZIRTOUAUNP-UHFFFAOYSA-N,train
FSMFABUIPFMXCD-HNKWHGCMSA-N,test
FSMKYSURAWMOEK-UHFFFAOYSA-N,train
FSMLLEGNJUYKOD-UHFFFAOYSA-N,train
FSMNWAVSUPWFJU-UHFFFAOYSA-O,test
FSMUMZKUQDJOPV-KBVAKVRCSA-N,train
FSMVGYVLWGNMOO-UHFFFAOYSA-N,train
FSNBSTGIRFARMU-UHFFFAOYSA-N,train
FSNIVKZQDIWUIY-VWDMACCTSA-N,train
FSNLQUOMAQWASE-UHFFFAOYSA-N,train
FSNXDZZUWFZSPA-FCDRMGDPSA-N,train
FSOBGMBQSLWEPZ-KUHUBIRLSA-N,train
FSOQNRYVHQRTNP-UHFFFAOYSA-N,train
FSORVSJZIGTUBK-GIJMVEMTSA-N,val
FSPHFYJVKIBWCA-UHFFFAOYSA-N,train
FSPQRRRTGAGFPK-UHFFFAOYSA-N,test
FSQGYGBQIPSEOT-UHFFFAOYSA-N,train
FSRGBFIJCFDRBB-NGRWLJPCSA-N,train
FSRMUDDPGLEQSI-UHFFFAOYSA-N,train
FSRQCQNDCBCDJL-PMERELPUSA-N,train
FSRXVPGRZKNYGD-UHFFFAOYSA-N,train
FSSRJBLZRYMFLQ-UHFFFAOYSA-N,train
FSSSCYOUDUBIGP-UHFFFAOYSA-N,train
FSTGNMLZIPDJAW-UHFFFAOYSA-N,train
FSTHQQCZUGMTKG-RPLKYZAMSA-N,train
FSTOZSRWYHDMLY-UHFFFAOYSA-N,train
FSURZKWYYKTGLY-UHFFFAOYSA-N,train
FSUVEHUIVCMLNZ-MAUKXSAKSA-N,train
FSUVEHUIVCMLNZ-YJBOKZPZSA-N,train
FSUWZLJXJGMCFM-QSWMPLQWSA-N,train
FSVNGKNQJXMWJY-QAQDUYKDSA-N,train
FSVRRFIIJNMQRT-UHFFFAOYSA-N,train
FSWUNDXNKVPNDC-CQSZACIVSA-N,train
FSXDGCXDNQRGHY-UHFFFAOYSA-N,train
FSXLVZDXMKYYFE-UHFFFAOYSA-N,train
FSXRNYHLAZAJJI-UHFFFAOYSA-N,test
FSXSSTVQPCQKHJ-OAQYLSRUSA-N,test
FSXSZOBAXJRYDB-UHFFFAOYSA-N,val
FSYKHQLBHLPDKI-QGZVFWFLSA-N,train
FSYUMFOIUHBSHI-UHFFFAOYSA-N,train
FSZAEKNHSQIKQH-UHFFFAOYSA-N,train
FSZGNLAQHDTJEJ-UHFFFAOYSA-N,train
FSZQXBYUVRKUIV-UHFFFAOYSA-N,train
FSZWSFUFUGCRLD-UHFFFAOYSA-N,train
FTALCBNCXWPPIP-UHFFFAOYSA-N,train
FTALQWHSBQVWQB-UHFFFAOYSA-N,train
FTAUJWIQVWUKTD-HNNXBMFYSA-N,train
FTBBDZSGBKMOKE-UHFFFAOYSA-N,test
FTBHGTXTGYLDBW-UHFFFAOYSA-N,train
