murcko_scaffold_mode,split_scaffold
c1ccc(-c2ccc(-n3ccnn3)cc2)cc1,val
c1ccc(OCC2COc3ccccc3O2)cc1,train
c1ccc(-c2ccc3cnc(N4C5CCC4COC5)nc3n2)cc1,test
O=c1nc[nH]c2ccc(-c3ccc4c(N5CCOCC5)nc(N5CCOCC5)nc4n3)cc12,val
c1ncnc(-c2c(Nc3cc[nH]n3)nc3ccc(-c4cnc[nH]4)cn23)n1,val
O=C(NCc1cnc(-c2ccccc2)c(-c2ccc(=O)[nH]c2)n1)c1ccccc1,test
O=C(Nc1cccc(CN2CCNCC2)c1)c1cccc(C#Cc2cnc3cccnn23)c1,train
c1ccc(Nc2nc(Nc3ccc(C4CCNCC4)cc3)nc3[nH]ccc23)cc1,train
c1ccc(N2CCN(CCc3cn(-c4ccn5nccc5c4)nn3)CC2)cc1,train
O=C(Nc1ccccc1)c1cc(-c2cnsc2)c2[nH]cnc2c1,val
O=C(NCCCN1CCN(c2ccccc2)CC1)c1cn(-c2ccccc2)c(-c2ccccc2)n1,train
c1csc(NCc2cc3ccc(-c4n[nH]c5ncncc45)cc3[nH]2)n1,test
c1ccc(OCc2ccc(-c3ccccc3)c(C3CCCC3)c2)cc1,train
O=C(OCC1CCCCC1)C1CNCC=C1c1ccccc1,train
O=C(CNCCCc1ccccc1)c1ccccc1,train
O=S(=O)(Nc1ccc2c(c1)CCNCC2)c1ccc(-c2ccccc2)cc1,train
c1ccc(Nc2ncnc3cc(OC[C@@H]4CCCNC4)ccc23)cc1,train
c1ccc(COCc2nc(-c3ccc(OCCNCCc4cccnc4)cc3)co2)cc1,test
c1ccc2cc(Oc3ccnc4cc(OCC5CC5)ccc34)ccc2c1,test
O=C(Nc1ccccc1)Nc1cccc(-c2cncnc2)c1,train
c1ccc(COc2ccc(Nc3ncnc4cc(OCCCCCn5ccnc5)ccc34)cc2)cc1,train
c1ccc2c(c1)CNCC2c1ccc2cc[nH]c2c1,test
O=C1COc2ccccc2N1Cc1nnc(CCc2ccccc2)[nH]1,train
O=S(=O)(c1ccccc1)n1ccc2c(N3CCN(CCCCCOc4ccccc4)CC3)cccc21,val
c1ccc(CNc2ccnc(N3CCNCC3)n2)cc1,train
N=C(CSc1nc2[nH]c(=O)[nH]c(=O)c2[nH]1)c1ccccc1,train
O=c1sc2cc(/C=C/c3ccccc3)ccc2n1CCOc1ccccc1,train
O=C(N[C@H]1CC[C@H](CCN2C[C@@H]3C[C@]3(c3ccon3)C2)CC1)c1cccc2n[nH]cc12,train
O=C(CCc1ccccc1)Nc1ccc(-c2nn([C@H]3CC[C@H](N4CCNCC4)CC3)c3ncncc23)cc1,val
c1coc(-c2nc3n[nH]cc3cc2-c2ccncn2)c1,val
O=C(NCCCCCCCNc1c2c(nc3ccccc13)CCCC2)c1ccccc1,train
c1ccc(-c2ccc(Cn3cnc4ccccc43)cc2)cc1,train
O=C(Nc1ccnc(Nc2ccc(N3CCCCC3)cc2)n1)c1ccccc1,train
O=C(CNCCCc1ccccc1)N1Cc2ccccc2C1,train
O=C(NCCCCN1CCN(C(c2ccccc2)c2ccccc2)CC1)c1cccs1,train
c1ccc(N(Cc2ncc[nH]2)c2ccc3ncc(-c4cn[nH]c4)cc3n2)cc1,train
O=S(=O)(NCCCCN1CCC(c2noc3ccccc23)CC1)c1csc2ccccc12,train
O=C(CCCc1ccccc1)N1CCN(Cn2nnc3ccccc32)C(=O)C1,val
c1ccc2c(NCCCCCCNc3c4c(nc5ncccc35)CCCCC4)c3c(nc2c1)CCCCC3,val
c1ccc(COc2ccc(CSc3cccc4c3OCCC4)cc2)cc1,test
O=C1N(CCN2CCCC(c3ccccc3)C2)CCN1c1ccccc1,train
O=C(CCc1cscn1)N1CCCC1,train
O=C(OC[C@@H]1C[C@@H]2CCCC[C@@H]2N1C(=O)CCCc1ccccc1)C1CCC1,train
O=C(NCCCCc1nn[nH]n1)C1CCCN1C(=O)CCCc1ccccc1,val
C1CCC(C2CCCCC2)CC1,val
c1ccc(-c2ncnc3ccccc23)cc1,train
O=c1[nH]c2cccc(CCNCCc3cccc(CNCCc4ccccc4)c3)c2s1,train
O=c1cc(NC2CCCCNC2)n(Cc2ccccc2)c(=O)[nH]1,val
O=c1ccc2ccc(Oc3nc(Nc4ccc(N5CCNCC5)cc4)nc4ccsc34)cc2[nH]1,train
c1ccc(CCNCCc2ccc(NCCc3ccc(-c4ccccc4)cc3)cc2)cc1,test
c1coc(-c2ncc3nc[nH]c3n2)c1,val
c1ccc(CCn2ncc3c(-c4ccco4)ncnc32)cc1,train
O=C(CCC1CCCCC1)c1ccccc1O[C@H]1CCCCO1,test
O=C(Nc1cccc(-c2ccc3c(c2)SC2(CCOCC2)CC3=O)c1)c1ccncc1,test
O=C(N/N=C/c1ccccc1)N1CCc2ncnc(Nc3ccccc3)c2C1,train
O=C(NCc1cccc(CCCc2ccccc2)c1)c1ccc(-c2cccs2)cc1,train
O=C(Nc1ccccn1)c1ccc(-c2nn([C@@H]3CCCN3)c3ncncc23)cc1,val
O=C(OCCc1ccccc1)C1[C@@H](c2ccccc2)C[C@H]2CC[C@H]1N2,train
O=C1COc2cc(-c3cccc(NC(=O)c4ccccn4)c3)cc(C3CCOCC3)c2N1,train
O=C(NC1CC1)c1cccc2cc(Oc3ccnc(Nc4ccccc4)n3)ccc12,train
c1ccc(C(Nc2ccc3ncnc(NCC4CCOCC4)c3c2)c2cn(C3CC3)nn2)cc1,test
C1=C([C@@H](Nc2ccc3nccc(N[C@@H](c4ccccc4)C4CC4)c3c2)c2cccnc2)NNN1C1CC1,train
O=C(N[C@H]1CC[C@H](CCN2CCN(c3nsc4ccccc34)CC2)CC1)c1ccc[nH]1,train
c1cc2c(ncn3nc(CCN4CCCCC4)nc23)c2c1OCO2,train
c1ccc(C[C@@H](c2ccccc2)N2CCNCC2)cc1,val
c1ccc(C[C@H](c2ccccc2)N2CCNCC2)cc1,train
C1=C([C@@H](Nc2ccc3ncccc3c2)c2cccc3[nH]ncc23)NNN1C1CC1,train
c1ccc(COc2ccc(Nc3ncnc4ccc(NC5CCNCC5)cc34)cc2)cc1,test
O=C(c1ccc(Oc2ccccc2)cc1)N1CCCNCC1,train
c1ccc(Nc2cncc(-n3cnc4ccccc43)n2)cc1,val
O=C(Nc1ccc(Oc2ccnc3cc(-c4c[nH]cn4)sc23)cc1)C1CCN(c2ccccc2)C1=O,train
c1ccc(CCCCCN[C@H]2CCc3ncsc3C2)cc1,train
c1ccc(OCCCOc2ccc3c(c2)CCO3)cc1,train
O=C(c1ccccc1)c1ccc2c(c1)CCCN2CCOc1ccccc1,test
c1ccc2c(c1)ncn1nc([C@@H]3CCCN(c4cnn(CC5CCC5)c4)C3)nc21,train
c1ccc2c(c1)ncn1nc([C@H]3CCCN(c4cnn(CC5CCC5)c4)C3)nc21,test
c1ccc(CNc2ncnc3[nH]c(-c4cccnc4)cc23)cc1,train
O=C(NCCCN1CCN(c2ccccc2)CC1)c1cccc2c1-c1ccccc1C2=O,train
c1ccc(-c2ccc3cc4c(nc3n2)-c2ccccc2CC4)cc1,train
C(=C/c1ccccc1)\CN1CCN(CC2ON=C3c4ccccc4OCC32)CC1,train
O=C(NCc1cccc(Oc2ccccc2)c1)c1cc2ccccc2[nH]1,train
O=C(N[C@H]1CC[C@H](CCN2CCN(c3cccc4c3OCO4)CC2)CC1)C1CCC1,train
O=C(NC[C@@H]1C[C@H]1CCN1CCc2ccccc2C1)c1cc2ccccc2[nH]1,train
O=C(CCNCC(=O)N1CCCC1)N[C@H]1C[C@@H]1c1cccnc1,train
c1ccc2sc(-c3ccc(Oc4ncnc5cc(OCCCN6CCNCC6)ccc45)cc3)nc2c1,train
C1=Nc2nc3ccccc3n2C(c2cnco2)C1,test
O=C(CNC1CCN(c2nc3ccccc3s2)CC1)N1CCCC1,test
c1csc(CNc2cnc3[nH]ccc3c2)c1,test
C(=C/c1ccc(OCCc2ccccc2)cc1)\c1ccccc1,train
O=C1Nc2ccccc2/C1=C/c1ccccc1,train
O=S(=O)(Nc1ccc(C[C@H]2CC[C@H](Cc3ccccc3)N2)cc1)c1ccc(-c2nc(-c3ccccc3)cs2)cc1,test
c1ccc(Sc2nc3ccccc3s2)cc1,train
c1ccc(OC[C@H]2COc3ccc(-c4ccccc4)cc3O2)cc1,train
O=C(Nc1ccccc1)Nc1ccc(Oc2ncnc3ccccc23)cc1,train
O=c1ccc2ccc(OCCc3coc(-c4ccccc4)n3)cc2o1,train
c1ccc(C(Nc2ccnc(N3CCCCC3)n2)c2ccccc2)cc1,test
c1ccc(C2CCN(CCCCN(c3ccccc3)c3ccccc3)CC2)cc1,test
c1ccc(CCNc2ncc3nc(-c4cccs4)n([C@H]4CCCS4)c3n2)cc1,train
O=C(Nc1cccc2cccnc12)c1nn([C@@H]2CCCNC2)c2ncncc12,train
O=C(CCCCCn1c(=O)[nH]c2ccsc2c1=O)NCc1ccccc1,test
O=C(Nc1nc2ccccc2n2c(=O)n(-c3ccccc3)nc12)C(c1ccccc1)c1ccccc1,test
O=C(Nc1cccc(-c2cc(N3CCC3)nc(N3CCOCC3)c2)c1)c1ccnc(C2CC2)c1,train
c1ccc2c(-c3ccnc(Nc4ccc(N5CCC(N6CCOCC6)CC5)cc4)n3)c[nH]c2c1,test
O=C(Nc1ccc(Oc2ccnc3cc(-c4ccc(CNCCN5CCNCC5)cc4)sc23)cc1)N1CCN(c2ccccc2)C1=O,train
O=C(Cc1nccn1-c1ccccc1)Nc1ccc(CCNCCCOc2ccccc2)cc1,train
c1cnn(-c2cc(Nc3cnccn3)nc(-n3cccn3)n2)c1,train
O=C(Nc1ccc(-c2cn3c(n2)sc2cc(OCCN4CCOCC4)ccc23)cc1)Nc1ccon1,train
c1ccc(Nc2ncnc3ccc(NCc4ccc5c(c4)OCO5)cc23)cc1,train
O=C(Nc1ccc(Oc2ccnc(NC(=O)C3CC3)c2)cc1)Nc1cccc(N2CCOCC2)c1,train
c1cc(CCN2CCN(c3cccc4sccc34)CC2)c2scnc2c1,train
c1ccc(-c2csc3ccc(COc4ccccn4)cc23)cc1,train
O=C(NCCCCN1CCN(c2ccccc2)CC1)c1ccc(-c2ccccc2)cc1,train
O=C(Nc1cccnc1)Nc1ccc2c(c1)C(=O)/C(=C/c1c[nH]c3nccc(N4CCC(C(=O)N5CCOCC5)CC4)c13)O2,test
O=C(Nc1cccc(-c2cc(C3CCOCC3)cc3[nH]cnc23)c1)c1ccncc1,train
C(#Cc1ncc2ncn([C@H]3CCCO3)c2n1)Cc1ccccc1,train
O=C(CNC12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)N1CCC1,val
O=C(NC1CCN(Cc2ccccc2)CC1)c1cncc(NC(=O)c2ccnc3[nH]ccc23)c1,val
c1ccc(-c2ccc3ncccc3c2)cc1,test
O=c1[nH]c2ccc(N=Cc3ccccc3)cc2[nH]1,test
O=C(Nc1ccccc1)c1ccc(C(=O)c2ccccc2)cc1,train
O=C1NCc2c1c1c3ccccc3n3c1c1c2c2ccccc2n1C1C[C@@H](NCc2ccccc2)C[C@@H]3O1,val
O=C(N1CCOCC1)N1CCN(c2ncncc2C#Cc2cccnc2)CC1,val
c1ccc(Nc2ncnc3ccc(OCCCCCCn4ccnc4)cc23)cc1,test
O=S(=O)(NCCc1ccc(S(=O)(=O)NC(=S)Nc2ccccc2)cc1)c1ccccc1,train
O=C(Nc1nc2ccccc2o1)c1nn([C@H]2CCNC2)c2ncncc12,val
c1ccc(Cn2ccc3cc(Nc4ncnc5ccccc45)ccc32)cc1,train
O=C(O[C@@H]1CC=C2CCN3Cc4cc5c(cc4[C@H]1[C@@H]23)OCO5)c1ccccc1,train
O=C(N[C@H]1CC[C@H](CCN2CCC(c3coc4ccccc34)CC2)CC1)c1ccc(N2CCOCC2)cc1,test
O=C1CCc2c(cccc2OCCCNCCc2ccc(NC3CCNCC3)cc2)N1,train
c1ccc(-c2ccc3c(N4CCOCC4)nc(N4CCCC4)nc3n2)cc1,train
c1cncc(-c2cc(N3CCOCC3)nc(N3CCOCC3)n2)c1,train
O=c1cc(N2CCCCC2)[nH]c(=O)n1Cc1cn(-c2ccccc2)nn1,train
c1ccc(CNc2ncc3nc(-c4cnccn4)sc3n2)cc1,train
c1ccc(C2CNCc3cc(OCCCNC4CC4)ccc32)cc1,train
C1=CC2C(=C1)N=CN=C2Nc1ccccc1,train
C1=C(c2c(-c3ccccc3)ccc3c2CC[C@H]3Oc2cccc(CC3CC3)c2)CCC1,train
O=C1NCc2cncc(c2)-c2ncnc3cc(sc23)-c2cncc(c2)NS(=O)(=O)c2cccc1c2,val
O=C(c1cncc([C@H](Nc2ccc3nccc(Nc4ccccc4)c3c2)C2=CNNN2)c1)N1CCCC1,train
O=C(c1cccs1)N1CCC[C@@H](c2nc3c4ccccc4ncn3n2)C1,val
c1ccc(OCc2nc3ccc(Oc4cccnc4)cc3[nH]2)cc1,train
O=C(CCC1CC[NH+](Cc2ccccc2)CC1)c1ccc2c(c1)OCCO2,train
O=c1[nH]c2ccccc2n1C1CCN(C2CCN(Cc3ccccc3)CC2)CC1,test
c1ccc(C2CCN(Cc3c[nH]c4ncccc34)CC2)cc1,train
c1ccc(OC[C@@H]2CC[C@H]3CN(c4ncccn4)CCN3C2)cc1,train
O=c1[nH]c2cnc3ccc(-c4cccc5[nH]ccc45)nc3c2n1C1CCCCC1,test
O=c1c(-c2cncnc2)cc2cnccc2n1C1CCCC1,val
O=c1ccc(-c2c(-c3ccccc3)ncn3nc(Cc4ccccc4)nc23)cn1C1CCOC1,test
c1ccc2c(c1)N[C@H]1[NH2+]CCC21,test
O=C1C=C(c2csc3ccccc23)C(=O)C=C1c1ccccc1,train
O=c1ccc2ccc(OCCCOc3ccccc3)cc2o1,train
c1ccc(-n2cc(-c3ccccc3NCc3ccnc4ccccc34)nn2)cc1,test
O=S1(=O)CCN(c2ccc(Nc3nccc(-c4c[nH]c5ccccc45)n3)cc2)CC1,train
O=C1CCc2ccc(OCCCN3CCCN(c4ccccc4)CC3)cc2N1,val
O=C(Nc1ccccc1)C1(C(=O)Nc2ccc(-c3cccc4n[nH]cc34)cc2)CC1,train
O=C(c1ccc2[nH]c(Nc3ccc(-c4nc(N5CCOCC5)nc(N5CCOCC5)n4)cc3)nc2c1)N1CCCC1,val
c1ccc2c(c1)ncn1nccc21,train
c1ccc(C2CCCCNC2)cc1,train
O=C(CCCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1)c1nc2ccccc2s1,train
c1ccc(Nc2ncncn2)cc1,val
c1coc(-c2nc3cncnc3s2)c1,train
c1ccc(OCCCNC2CCN(c3ncnc4scc(-c5cccs5)c34)CC2)cc1,train
O=c1c(-c2nccs2)coc2ccccc12,train
c1ccc(CNc2ncnc3oc(-c4ccccc4)c(-c4ccoc4)c23)cc1,val
O=C(C=Cc1cncc2c(-c3ccccc3)csc12)NCCCn1ccnc1,train
O=S(=O)(Cc1ccccc1)Nc1ccc(CCNCCCOc2ccccc2)cc1,train
O=c1c(-c2ccccc2)c[nH]c2ccccc12,train
O=C(/C=C/CNC1CC1)Nc1ccc2ncnc(Nc3ccccc3)c2c1,train
c1ccc([C@@H]2CC[C@@H](N3Cc4nc[nH]c4C3)CO2)cc1,train
c1ccc2[nH]c(-c3csc(NN=C4CCCCC4)n3)nc2c1,val
O=c1[nH]c2cccc(CCNCC34CC5CC(CC(C5)C3)C4)c2s1,val
O=C(Nc1cc(C2CC2)n[nH]1)n1ccc2cc(Oc3ncnc4c3CCNC4)ccc21,val
c1ccc(SCCCN2CCC(c3ccccc3)CC2)cc1,train
O=C(N[C@@H]1CCCN(c2cncc(Nc3ccc(C4CCN(C5CCCC5)CC4)cc3)n2)C1)c1cccnc1,train
O=C(Nc1nc2ccccc2n1C1CCCNC1)c1ccccc1,test
O=C(NC1CC1)c1nc(NCc2cccnc2)nc2ccsc12,train
c1ccc2oc(CNCCCCOc3ccc4scnc4c3)cc2c1,test
c1ccc(CN2CCC(CCCNc3ccccn3)CC2)cc1,train
O=C(c1ccccc1)c1ccccc1,train
c1ccc([C@]23CNC[C@H]2[C@@H]3c2ncco2)cc1,train
c1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1S2,train
O=C(Nc1ccc(Nc2ncnc3ccccc23)cc1)c1ccccc1,train
N=C1/C(=C/c2ccccc2)CNC/C1=C\c1ccccc1,test
c1ccc(CNc2cc3c(Nc4ccccc4)ncnc3cn2)cc1,train
c1cc2occc2c(N2CCN(CCC3CCCCC3)CC2)n1,train
c1cn(-c2nc(-c3cncnc3)nc(N3CCOCC3)n2)cn1,val
O=C(Nc1nccs1)C(c1ccccc1)n1cnc2ccc(-c3ccc(C4CCNCC4)cc3)cc2c1=O,train
c1cncc(-c2cnn3cc(-c4ccc(OCCN5CCCCC5)cc4)cnc23)c1,test
O=C(Nc1ccccc1)C1(C(=O)Nc2ccc(Oc3ccnc4cc(OCCCN5CCOCC5)ccc34)cc2)CC1,train
O=C(CCCN1[C@@H]2CC[C@H]1CC(c1ccccc1)C2)c1ccccc1,train
c1ccc(OCc2ccc3scc(-c4ccc(C5CCNCC5)cc4)c3c2)cc1,val
O=C(Nc1cncc(-c2cc(N3CCOCC3)ncn2)c1)c1ccccc1,train
O=C(NC(c1ccccc1)c1cccc(OCCCCCCCNCCc2cccc3[nH]c(=O)ccc23)c1)O[C@H]1CN2CCC1CC2,val
c1ccc2c(c1)OC[C@H](CN1CCCCC1)O2,train
O=C(NCCCCN[C@H]1Cc2cccc3[nH]c(=O)n(c23)C1)N1CCc2ccccc21,test
c1nc(Nc2ccc(OC3CCNCC3)cc2)c2cc(N3CCOCC3)ncc2n1,val
O=C(NCCCCN1CCN(c2ccccc2)CC1)c1cccn2nccc12,train
O=C1c2cccc3cccc(c23)C(=O)N1CC1CCN(CCCOc2ccccc2)CC1,train
c1ccc(-c2ncc(Cc3cccc([C@H]4CCCCO4)c3)cn2)cc1,train
O=C1CCCc2ccc(CCN3CCC(Cc4ccccc4)CC3)cc21,train
O=C(NC1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21)c1cccnc1,test
O=C1OC[C@H](c2ccccc2)N1c1ccn2ncc(-c3ccc(-c4nc[nH]n4)cc3)c2n1,train
c1cc(CC2CC2)cc(OCC2CC(Oc3cccc4c3OCC4)C2)c1,train
O=c1[nH][nH]c(=O)c2c1nc(N1CCCCC1)n2Cc1ccccc1,train
c1ccc(Cn2nnc3c(-c4ccco4)ncnc32)nc1,val
O=C(NCCCCN1CC[C@H]2c3ccccc3CC[C@@H]21)c1ccc(-c2ccccc2)cc1,train
O=C(CN1CCOCC1)Nc1cc(-c2cccnc2)nc(-n2cccn2)n1,test
c1ccc(CCc2ccccc2OCCCN2CCN(c3ncccn3)CC2)cc1,test
c1ccc(Nc2ncnc3ncccc23)cc1,train
c1ccc(-c2cc(-c3cn(Cc4ccc5[nH]ccc5c4)nn3)ncn2)cc1,test
O=c1ccc2coc3c(=O)ccc4coc1c2c43,train
c1cc(Nc2nccc(N3CCCCC3)n2)sn1,val
O=C(Nc1ccncc1)Nc1ccc(Oc2ncnc3cc[nH]c23)cc1,train
c1ccc(COc2cccc(C3CCN(Cc4nc5ccccc5n4CC4CC4)CC3)n2)cc1,val
c1ccc(CO[C@@H]2CCCC2Nc2ncnc3c2ncn3[C@H]2CCCO2)cc1,train
O=C(Nc1cccc(Oc2ccc3c(-c4cc5ccccc5[nH]4)[nH]nc3c2)c1)c1ccccc1,train
O=C1CC2CCCC2C2=C1C1CCCC[C@@H]1CC2,val
O=C(CCCc1ccoc1)N1CCSC1,val
O=C(NCCCCCN1CCN(c2ccccc2)CC1)c1cn(Cc2ccccc2)nn1,train
O=C(NOCCN1CCNCC1)c1ccc(N=C(c2ccccc2)c2c[nH]c3ccccc23)cc1,train
c1ncc2c(-c3ccc4nonc4c3)n[nH]c2n1,test
O=c1[nH]c2cnc3ccc(-c4cccnc4)nc3c2n1C1CCOCC1,train
c1ccc(-c2cc3c(NCc4cccnc4)ncnc3s2)cc1,train
c1ccc2c(c1)CCNCCc1[nH]c3ccccc3c1C2,train
O=S(=O)(Nc1cnc2ccccc2n1)c1ccccc1,val
O=C(C1C[C@H](N2CCC(c3ccnn3-c3ccccc3)CC2)CN1)N1CCSC1,val
O=C(Nc1cnc2[nH]ccc2c1)c1ccccc1,train
c1ccc2c(c1)CC(CN1CCN(c3ccc4c(c3)OCCO4)CC1)C2,train
O=C(NCC1CCN(c2ncccn2)CC1)c1ncnc2ccccc12,test
O=C(NCCCNc1c2c(nc3ccccc13)CCCC2)C1CCc2ccccc2O1,val
c1ccc(Nc2ncnc3[nH]c(CCc4ccccn4)cc23)cc1,train
O=C(c1cccc(-c2ccc3c(N4CCOCC4)nc(N4CCOCC4)nc3n2)c1)N1CCCCC1,test
O=C(Nc1ccccc1)c1cncnc1Nc1ccc(OCc2ccccc2)cc1,val
c1ccc(-c2oc3ncnc(NC4CCCC4)c3c2-c2ccccc2)cc1,train
O=C(CCN1CCOCC1)Nc1ccc2nccc(Nc3ccc(OCc4ccccn4)cc3)c2c1,test
c1cc(OCCCN2CCC(c3ccc4sccc4c3)CC2)c2cc[nH]c2c1,train
C1=CCCCC1,train
c1ccc(-c2cc(-c3cn(Cc4c[nH]c5ccc(OC6CCCC6)cc45)nn3)ncn2)cc1,train
c1ccc(CNCCc2nc3c4ccc5c(c4ncn3n2)OCO5)cc1,val
c1nc(N2CCNCC2)c2sc3c(c2n1)CCCC3,val
c1ccc(-c2nccn2-c2ccnc(Nc3ccncc3)n2)cc1,train
O=C(c1ccc(COc2ccccc2)cc1)N1CCN(c2ccccc2)CC1,train
c1ccc(OCc2nc(Nc3ccncc3)nc(N3CCNCC3)n2)cc1,train
c1ccc(-c2cc3c(-c4[nH]c(-c5ccccc5)nc4-c4ccccc4)ccnc3[nH]2)cc1,train
O=C1OC[C@@H](c2ccccn2)N1c1ccn2ncc(-c3ccc(-c4nc[nH]n4)cc3)c2n1,train
c1ccc2nc(NC3CCCCC3)cnc2c1,test
c1ccc(N2CCN(CCCCCNc3ncncn3)CC2)cc1,train
O=C(c1ccc(N=C(c2ccccc2)c2c[nH]c3ccccc23)cc1)N1CCNCCO1,train
C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,train
c1ccc(Oc2cn(-c3noc4ccccc34)c3ccccc23)cc1,train
O=C(Nc1cc2ccc(-c3ccncc3)cc2cn1)C1CC1,train
O=C(Nc1cccc(CN2CCNCC2)c1)c1cccc(C#Cc2cncnc2)c1,train
O=C(CCc1c[nH]c2ccccc12)NCCCCCNc1c2c(nc3ccccc13)CCCC2,train
O=C1N(Cc2ccccc2)Cc2cnc(Nc3ccc(N4CCNCC4)cc3)nc2N1C1CCCCC1,train
c1ccc(OCc2cnc(-c3ccccc3)o2)cc1,val
O=C(C1CNC(C(=O)N2CCCC2)C1)N1CCN(c2ncns2)CC1,train
c1ccc(CCc2cc3cnc(-c4ccco4)nc3s2)cc1,test
c1ccc(CNc2ncnc3c2ncn3[C@H]2CC[C@@H](c3nn[nH]n3)O2)cc1,train
O=C(Nc1ccc(CN2CCNCC2)cc1)c1cccc(C#Cc2cncc3ccccc23)c1,train
c1ccc(Nc2nccc(-c3ccnc(N4CCCCC4)c3)n2)cc1,test
O=C1CCc2ccccc2[C@H]2CCCCN12,test
O=C(Nc1cccc(-c2cnc(C#CC3CCNC3)c(N3CCOCC3)c2)c1)c1ccncc1,train
O=C1NCc2c1c1c(c3[nH]c4ccc(Nc5ccncc5)cc4c23)CCc2n[nH]cc2-1,val
O=C(c1ccccc1)c1ccccc1N[C@H](CNc1ccccn1)Cc1ccc(OCCc2coc(-c3ccccc3)n2)cc1,val
O=C(Nc1ccccc1)Nc1nc2c[nH]nc2c2nc(-c3ccco3)nn12,train
c1ccc(Nc2ncnc3cc4c(cc23)OCCO4)cc1,train
c1ccc(OCc2cccc(-c3cnoc3)n2)cc1,test
O=C1Nc2ccccc2C1=Cc1ccc2c(C=Cc3ccncc3)[nH]nc2c1,val
C1=C([C@@H](Nc2ccc3ncccc3c2)c2cccc3c2CNC3)NNN1C1CC1,train
O=C(c1ccccc1)c1ccc2c(C=Cc3ccccc3)[nH]nc2c1,train
O=C(Nc1ccc(Oc2cc(N3CCCCC3)ncn2)cc1)Nc1ccon1,val
c1ccc(N(CCNC2CCCC2)c2ccc3ncc(-c4cn[nH]c4)nc3c2)cc1,test
c1ccc(Nc2nnc(Cc3ccncc3)c3ncccc23)cc1,val
c1ccc(-c2nncnc2-c2ccccn2)cc1,val
c1cc(Cc2ccc(-c3ccsc3)nn2)cc([C@H]2CCCCO2)c1,test
c1ccc(-c2ccc(CNCCc3c[nH]c4ccccc34)o2)cc1,train
O=C(Nc1nc2cc(C3CCNCC3)ccc2[nH]1)c1ccnc(-c2cccnc2)c1,train
O=C(OCCC1CCN(Cc2ccccc2)CC1)c1cc(=O)c2ccccc2o1,val
O=c1[nH]c2cccc(CCNCCc3cccc(CN[C@H]4C[C@@H]4c4ccccc4)c3)c2s1,val
O=C(NCc1ccccn1)c1cnc(-c2ccco2)nc1,train
O=C1C[C@H](n2cnc3cc(C(=O)Nc4ccccc4)cc(-c4cncnc4)c32)CN1,train
O=C1C[C@@H](n2cnc3cc(C(=O)Nc4ccccc4)cc(-c4cncnc4)c32)CN1,test
c1ccc(CNc2ncnc3sccc23)cc1,train
c1ccc(C2CCN(CCCCc3nc4ccccc4s3)CC2)cc1,val
c1cc2[nH]ncc2cc1-c1ccc2c(N3CCOCC3)nc(N3CCOCC3)nc2n1,test
O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)cccc12,test
O=C(CN1CCN(CCCCCOc2ccccc2)CC1)Nc1c2c(nc3ccccc13)CCCC2,train
c1ccc(Nc2nc(-c3ccccc3)cc3nccn23)cc1,train
c1ccc2c(c1)CNCC2c1cccc2occc12,train
O=C(/C=C/CN1CCCC1)Nc1ccc2ncnc(Nc3ccc(OCc4ccccn4)cc3)c2c1,test
c1ccc(Cn2c(N3CCCCC3)nc3ccccc32)cc1,val
O=C(Nc1ccccc1)c1cccc(NC(=O)C2(c3ccnc(NCCN4CCNCC4)n3)CC2)c1,test
c1cc(Oc2ccc(CN3CCOCC3)cc2)c2c(c1)[C@H](Oc1ccc3c(c1)OCC3)CC2,train
O=C1CCCCCOC(=O)c2ccccc2CCCC1=O,val
O=C(c1ccccc1)N(C1CCC1)[C@H]1CCNC1,train
O=c1[nH]c2nc(N3CCCCC3)[nH]c2c(=O)n1Cc1ccc2nccnc2c1,train
O=C(Nc1ccc(-c2nc(N3C4CCC3COC4)nc3c2C(=O)NCCO3)cc1)Nc1ccncn1,train
c1ccc(Cc2ncc3c(n2)CCNCC3)cc1,train
O=C(Nc1ncnc2oc(-c3ccccc3)cc12)c1ccccc1,test
C(#Cc1[nH]nc2cc(Sc3ccccc3)ccc12)c1ccccc1,train
c1cnn2c(-c3ccc4[nH]ncc4c3)cnc2c1,test
O=C1c2ccccc2CC1Cc1cc[n+](Cc2ccccc2)cc1,train
O=S(=O)(Nc1ccc2c(c1)CCN(Cc1cc[nH]n1)CC2)c1ccccc1,train
C1=C([C@@H](Nc2ccc3ncccc3c2)c2cnco2)NNN1C1CC1,train
O=S(=O)(Nc1cncc(-c2ccc3ncnc(-c4ccncc4)c3c2)c1)c1ccccc1,test
O=C(Nc1nccs1)C(c1ccccc1)n1ccc2cc(-c3ccc(N4CCNCC4)cc3)ccc2c1=O,test
O=C(N[C@H]1CC[C@H](CCN2CCc3cccnc3CC2)CC1)c1cccc2n[nH]cc12,train
O=[PH]1CC[C@@H](COCc2ccccc2)C=CO1,val
O=C1C[C@H](c2ccccc2)CCN1c1ccc2nncn2n1,train
